"folio","dif_inf","dif_url","portinte","edo_fina","pre_serv","pln_prog","in_efi","re_hid","di_tari","ben_subs","obr_proc","di_otro","d_otr_es","sif_opn","opn_impl","opn_bita","opn_moni","opn_apcu","opn_entr","opn_apen","opn_otrm","opin_esp","rep_quej","fuga_pro","atn_most","carc_liq","opn_otro","es_ot_as"
"30167","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30168","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30169","1","CAEV.GOB.MX/OFICINAS_OPERADORAS","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","","",""
"30170","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30171","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30172","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30173","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30174","1","","1","1","","1","1","","","","","","","2","","","","","","","","","","","","","",""
"30175","2","","0","","","","","","","","","","","1","","1","1","","1","","","","1","1","1","1","",""
"30176","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30177","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30178","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30179","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30180","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30181","2","","0","","","","","","","","","","","1","","","","","1","","","","1","1","1","","",""
"30182","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30183","0","","0","","","","","","","","","","","1","1","1","1","1","","","","","1","1","1","1","",""
"30184","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30185","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30186","2","","0","","","","","","","","","","","1","1","","","","","","","","1","","1","","",""
"30187","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30188","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30189","2","","0","","","","","","","","","","","1","","","","","","","1","ATRAVEZ DE UNA CONTRALORIA CIUDADANA","1","1","","","",""
"30190","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30191","1","FACEBOOK.COM/AYUNTAMIENTOURSULOGALVAN20182021/","2","","1","1","","","","1","1","","","2","","","","","","","","","","","","","",""
"30192","1","CAEV.GOB.MX","1","","","","","1","1","","","","","1","1","1","","1","1","","","","1","1","1","1","",""
"30193","1","GRUPOMASAGUA.COM","1","","","1","","1","1","1","1","","","1","1","1","1","","1","","","","1","1","1","1","",""
"30194","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30195","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30196","1","","1","1","1","1","","1","1","1","","","","1","1","","1","","1","","","","1","1","1","1","",""
"30197","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30198","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30199","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30200","1","ZENTLA.ORG.MX","2","","1","","","","","","","","","2","","","","","","","","","","","","","",""
"30201","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30202","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30203","1","CAEV.GOB.MX","1","1","1","1","","","1","","","","","1","1","","","","","","","","1","1","1","1","",""
"30204","1","ORFIS.GOB.MX Y CAEV.GOB.MX","2","1","1","1","1","","1","","1","","","1","1","1","","","1","","","","1","1","1","1","",""
"30205","2","","0","","","","","","","","","","","1","1","1","","1","1","","","","1","","1","","",""
"30206","1",".CAEV.GOB.MX","1","","","1","","","1","","1","","","1","1","1","1","","","","","","1","1","","1","",""
"30207","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30208","1","CAEV.GOB.MX/OFICINAS-OPERADORAS7OFICINAS-OPERADORAS/","1","","1","","1","","1","","","","","1","1","1","1","","1","","","","1","1","1","1","",""
"30209","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30210","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30211","2","","0","","","","","","","","","","","1","1","","","","","","","","1","1","1","","",""
"30212","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","","","","","1","1","1","1","",""
"31001","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31002","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31003","1","HTTPS:WWW.FACEBOOK.COM/H-AYUNTAMIENTO-DAKIL-YUCAT","2","","1","1","","","","","1","","","1","","","","","","","1","","1","1","","","",""
"31004","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31005","1","HAYUNTAMIENTODEBOKOBA20182020.GOB.MX","2","","","","","","","","1","","","2","","","","","","","","","","","","","",""
"31006","0","BUCTZOTZYUCATAN.GOB.MX","1","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31007","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31008","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31009","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31010","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31011","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31012","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31013","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31014","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31015","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31016","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31017","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31018","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31019","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31020","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31021","2","","0","","","","","","","","","","","1","","","","","","","1","","","","","1","",""
"31022","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31023","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31024","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31025","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31026","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31027","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31028","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31029","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31030","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31031","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31032","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31033","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31034","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31035","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31036","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31037","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31038","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31039","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31040","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31041","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31042","2","","0","","","","","","","","","","","1","","","","","","","1","","1","1","","","",""
"31043","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31044","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31045","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31046","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31047","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31048","2","","0","","","","","","","","","","","1","1","","","","","","","","1","1","1","","",""
"31049","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31050","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31051","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31052","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31053","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31054","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31055","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31056","2","","0","","","","","","","","","","","1","","","","","","","1","","1","1","","","",""
"31057","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31058","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31059","1","SMAPAP.GOB.MX","1","","","1","","","","","1","","","2","","","","","","","","","","","","","",""
"31060","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31061","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31062","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31063","2","","0","","","","","","","","","","","1","1","","","","","","","","1","","","","",""
"31064","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31065","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31066","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31067","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31068","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31069","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31070","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31071","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31072","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31073","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31074","2","","0","","","","","","","","","","","1","","","","","1","","","","","1","","","",""
"31075","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31076","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31077","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31078","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31079","1","FACEBOOK.COM/SMAPTEKAX","1","","","","","","","","1","","","2","","","","","","","","","","","","","",""
"31080","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31081","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31082","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31083","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"31084","1","WWW.TEMAX.GOB.MX","2","1","","","","","","","1","","","2","","","","","","","","","","","","","",""
